"k","model","o","p"
2,"hier_lm",2.07944154167984,2.15192090098264
2,"hier_lm",2.56494935746154,2.31334387962828
2,"hier_lm",2.39789527279837,2.52161968115038
2,"hier_lm",1.79175946922805,2.04776240665812
2,"hier_lm",1.79175946922805,1.944602111861
2,"hier_lm",2.77258872223978,3.4699548127223
2,"hier_lm",1.79175946922805,3.83450637365252
2,"hier_lm",2.484906649788,1.7589348731465
2,"hier_lm",1.6094379124341,2.21706871354237
2,"hier_lm",2.63905732961526,2.4723798756177
2,"hier_lm",2.07944154167984,2.83585188057322
2,"hier_lm",2.07944154167984,2.15395194106949
2,"hier_lm",2.484906649788,2.36451460907716
2,"hier_lm",2.07944154167984,1.8667554828087
2,"hier_lm",2.99573227355399,2.41166521718752
2,"hier_rf",3.25809653802148,2.07134724739674
2,"hier_rf",2.484906649788,2.02285392502803
2,"hier_rf",4.27666611901606,2.50742933250014
2,"hier_rf",2.30258509299405,1.96307496346177
2,"hier_rf",2.89037175789616,2.35619633835546
2,"hier_rf",1.09861228866811,2.23660054240152
2,"hier_rf",3.04452243772342,2.51408021169227
2,"hier_rf",2.484906649788,2.6304102519497
2,"hier_rf",2.63905732961526,2.50512858239251
2,"hier_rf",2.484906649788,2.38394875651397
2,"hier_rf",3.04452243772342,2.13965250603467
2,"hier_rf",2.07944154167984,2.66136599850651
2,"hier_rf",1.6094379124341,2.50058197554205
2,"hier_rf",1.38629436111989,2.44072266063173
2,"hier_rf",3.71357206670431,3.2993938468634
2,"hier_rf",2.56494935746154,2.60712251789576
2,"hier_rf",3.36729582998647,2.53381798784783
2,"hier_rf",1.94591014905531,3.64377595387051
2,"hier_rf",2.07944154167984,2.07590879127659
2,"hier_rf",1.09861228866811,2.46753335564182
2,"hier_rf",1.6094379124341,2.31715494306201
2,"hier_rf",2.07944154167984,2.28286960800094
2,"hier_rf",2.63905732961526,2.5730420665423
2,"hier_rf",3.49650756146648,3.83400118945995
2,"hier_rf",4.40671924726425,3.85666210797264
2,"hier_rf",4.55387689160054,3.82142900728031
2,"hier_rf",3.49650756146648,3.33264002587893
2,"hier_rf",3.43398720448515,3.33028070244816
2,"hier_rf",2.70805020110221,3.33264002587893
2,"hier_rf",2.07944154167984,3.49250743425772
