"k","model","o","p"
2,"hier_rpart",4.00733318523247,4.00646857742228
2,"hier_rpart",3.98898404656427,3.00786714401097
2,"hier_rpart",4.0943445622221,3.12282147029207
2,"hier_rpart",2.77258872223978,4.00646857742228
2,"hier_rpart",2.89037175789616,3.12282147029207
2,"hier_rpart",1.94591014905531,2.51286695909079
2,"hier_rpart",4.77912349311153,4.00646857742228
2,"hier_rpart",3.09104245335832,3.00786714401097
2,"hier_rpart",2.30258509299405,3.12282147029207
2,"hier_rpart",3.2188758248682,4.00646857742228
2,"hier_rpart",3.29583686600433,3.00786714401097
2,"hier_rpart",4.14313472639153,4.00646857742228
2,"hier_rpart",3.04452243772342,3.00786714401097
2,"hier_rpart",3.55534806148941,3.12282147029207
2,"hier_rpart",4.55387689160054,4.00646857742228
2,"hier_rpart",4.17438726989564,4.00646857742228
2,"hier_rpart",4.67282883446191,4.00646857742228
2,"hier_rpart",3.98898404656427,4.00646857742228
2,"hier_rpart",4.38202663467388,4.00646857742228
2,"hier_rpart",5.12989871492307,4.00646857742228
2,"hier_rpart",3.66356164612965,3.38298994656275
2,"hier_rpart",4.4188406077966,4.00646857742228
2,"hier_rpart",3.52636052461616,4.00646857742228
2,"hier_rpart",4.67282883446191,4.00646857742228
2,"hier_rpart",2.484906649788,3.38298994656275
