"o","p","region","k","model"
3.44998754583159,4.13714612221736,"3.63051689911597",2,"STK"
3.25809653802148,3.79636076635264,"3.63051689911597",2,"STK"
4.18965474202643,4.14021887955022,"3.63051689911597",2,"STK"
3.36729582998647,2.93586809691045,"2.96704993909177",2,"STK"
2.89037175789616,2.91875229236254,"2.96704993909177",2,"STK"
2.77258872223978,3.0854925808347,"3.63051689911597",2,"STK"
3.3322045101752,3.86237804073608,"3.63051689911597",2,"STK"
3.91202300542815,3.86315707846043,"3.63051689911597",2,"STK"
2.77258872223978,2.9002367669488,"2.96704993909177",2,"STK"
3.2188758248682,2.96745153272208,"2.96704993909177",2,"STK"
3.40119738166216,3.65256423200175,"3.63051689911597",2,"STK"
3.97029191355212,3.89401280978341,"3.63051689911597",2,"STK"
2.07944154167984,2.83111905702123,"2.96704993909177",2,"STK"
1.09861228866811,2.95796357942438,"2.96704993909177",2,"STK"
3.40119738166216,2.87882227663892,"2.96704993909177",2,"STK"
3.04452243772342,3.12994703971106,"3.63051689911597",2,"STK"
2.77258872223978,3.2771357918289,"3.63051689911597",2,"STK"
4.93447393313069,4.04068419313492,"3.63051689911597",2,"STK"
5.04985600724954,4.23252083975182,"3.63051689911597",2,"STK"
3.71357206670431,2.84346737298444,"2.96704993909177",2,"STK"
4.59511985013459,4.28677967407761,"3.63051689911597",2,"STK"
3.87120101090789,4.28241233367702,"3.63051689911597",2,"STK"
4.33073334028633,4.24263879853327,"3.63051689911597",2,"STK"
4.23410650459726,4.2378373082131,"3.63051689911597",2,"STK"
4.06044301054642,4.14137281453548,"3.63051689911597",2,"STK"
4.53259949315326,4.13520996389967,"3.63051689911597",2,"STK"
4.35670882668959,4.13549434703872,"3.63051689911597",2,"STK"
4.60517018598809,4.00733034799093,"3.63051689911597",2,"STK"
3.63758615972639,4.19555715120582,"3.63051689911597",2,"STK"
4.26267987704132,4.06796462354739,"3.63051689911597",2,"STK"
4.00733318523247,4.19637552939603,"3.63051689911597",2,"STK"
3.98898404656427,2.80658603569826,"2.96704993909177",2,"STK"
