"model","fold","o","p","DLONG","DLAT","autofit_model","autofit_psill","autofit_range","autofit_kappa"
"rf",1,1.6094379124341,3.58271046514639,120.56841,-28.11098,NA,NA,NA,NA
"rf",1,4.25632167829882,3.46084830691056,120.49601,-28.1092,NA,NA,NA,NA
"rf",1,3.61091791264422,3.71561656302207,120.57474,-28.10871,NA,NA,NA,NA
"rf",1,2.70805020110221,3.9276212871455,120.57696,-28.10771,NA,NA,NA,NA
"rf",1,2.484906649788,3.86608765593861,120.4827,-28.10649,NA,NA,NA,NA
"rf",1,3.58351893845611,2.86711198774745,120.68897,-28.09908,NA,NA,NA,NA
"rf",1,2.07944154167984,2.14412016692519,120.31058,-28.09364,NA,NA,NA,NA
"rf",1,4.8283137373023,3.87280207312846,120.57495,-28.08709,NA,NA,NA,NA
"rf",1,5.20948615284142,4.24334424990885,120.49461,-28.08298,NA,NA,NA,NA
"rf",1,4.29045944114839,4.26439908929276,120.49392,-28.08289,NA,NA,NA,NA
"rf",1,2.484906649788,3.57569493795363,120.46387,-28.08217,NA,NA,NA,NA
"rf",1,3.97029191355212,4.03369750221193,120.48041,-28.08089,NA,NA,NA,NA
"rf",1,2.484906649788,1.59832467703725,120.24313,-28.07827,NA,NA,NA,NA
"rf",1,1.38629436111989,2.93207791062224,121.15795,-28.06763,NA,NA,NA,NA
"rf",1,1.09861228866811,2.48590613072622,120.88164,-28.06638,NA,NA,NA,NA
"rf",1,3.98898404656427,3.27622540669948,120.64849,-28.06449,NA,NA,NA,NA
"rf",1,2.56494935746154,2.6443191008368,121.07704,-28.0617,NA,NA,NA,NA
"rf",1,2.30258509299405,3.05461611958806,120.98548,-28.05237,NA,NA,NA,NA
"rf",1,4.70048036579242,3.52205253591987,120.60454,-28.05237,NA,NA,NA,NA
"rf",1,2.77258872223978,2.40201705162359,120.38254,-28.04697,NA,NA,NA,NA
"rf",1,4.27666611901606,3.34000500420462,120.62949,-28.03565,NA,NA,NA,NA
"rf",1,5.95064255258773,3.9745883945049,120.55145,-28.03479,NA,NA,NA,NA
"rf",1,4.74493212836325,4.13464250713965,120.50695,-28.03442,NA,NA,NA,NA
"rf",1,5.63478960316925,4.19385999108369,120.49059,-28.0301,NA,NA,NA,NA
"rf",1,2.07944154167984,2.85729127409322,120.46115,-28.02769,NA,NA,NA,NA
"rf",1,2.07944154167984,2.23303675025609,121.20821,-28.02435,NA,NA,NA,NA
"rf",1,4.97673374242057,3.67590097817256,120.55408,-28.01514,NA,NA,NA,NA
"rf",1,2.07944154167984,2.47624554250961,120.37476,-28.01412,NA,NA,NA,NA
"rf",1,1.79175946922805,2.05160410677722,120.20642,-28.01245,NA,NA,NA,NA
"rf",1,3.78418963391826,2.43236420102636,120.45187,-28.00391,NA,NA,NA,NA
"rf",1,2.30258509299405,2.6562729975997,120.47732,-27.99778,NA,NA,NA,NA
"rf",1,0.693147180559945,1.85698971642486,120.45887,-27.99568,NA,NA,NA,NA
"rf",1,2.52572864430826,1.56257693676005,120.45934,-27.99565,NA,NA,NA,NA
"rf",1,0.693147180559945,1.79712725117705,120.37966,-27.99485,NA,NA,NA,NA
"rf",1,2.484906649788,2.67954968714986,120.38276,-27.99335,NA,NA,NA,NA
"rf",1,4.15966402834274,2.88416727688612,120.45902,-27.99124,NA,NA,NA,NA
"rf",1,3.3322045101752,3.27533470698101,121.04314,-27.99074,NA,NA,NA,NA
"rf",1,2.68784749378469,3.01377660427495,120.45933,-27.99006,NA,NA,NA,NA
"rf",1,3.5945687746427,2.78496390842901,120.45879,-27.99006,NA,NA,NA,NA
"rf",1,3.28952066443753,3.08102530686233,120.45933,-27.99004,NA,NA,NA,NA
"rf",1,1.84054963339749,2.93632205451343,120.4627,-27.98999,NA,NA,NA,NA
"rf",1,3.40119738166216,2.97576039035967,120.60877,-27.98899,NA,NA,NA,NA
"rf",1,1.38629436111989,1.93128790348583,120.2388,-27.98676,NA,NA,NA,NA
"rf",1,2.07944154167984,2.33529189570521,120.19336,-27.98673,NA,NA,NA,NA
"rf",1,2.07944154167984,1.67851229700991,120.4514,-27.97626,NA,NA,NA,NA
"rf",1,4.77912349311153,4.20953651844524,120.56553,-27.97369,NA,NA,NA,NA
"rf",1,4.77912349311153,4.14280736493009,120.5399,-27.97112,NA,NA,NA,NA
"rf",1,6.92657703322272,4.14280736493009,120.54012,-27.97082,NA,NA,NA,NA
"rf",1,4.64439089914137,4.22423854513196,120.52824,-27.97057,NA,NA,NA,NA
"rf",1,2.30258509299405,2.60009663880708,120.73452,-27.96747,NA,NA,NA,NA
"rf",1,3.63758615972639,3.68685670263108,120.63194,-27.9641,NA,NA,NA,NA
"rf",1,3.61091791264422,4.66287258642654,120.65298,-27.96342,NA,NA,NA,NA
"rf",1,4.38202663467388,3.84373410847818,120.57713,-27.95865,NA,NA,NA,NA
"rf",1,1.38629436111989,2.2152734604285,120.21393,-27.9489,NA,NA,NA,NA
"rf",1,4.43081679884331,3.38881551859262,120.64136,-27.94475,NA,NA,NA,NA
"rf",1,2.83321334405622,2.88481369920445,121.14639,-27.94287,NA,NA,NA,NA
"rf",1,2.484906649788,2.41764623475014,120.84431,-27.94135,NA,NA,NA,NA
"rf",1,2.89037175789616,3.21558405606258,120.47825,-27.93786,NA,NA,NA,NA
"rf",1,4.06044301054642,3.54980174576654,120.56333,-27.93783,NA,NA,NA,NA
"rf",1,2.484906649788,2.79054130734663,120.76069,-27.93652,NA,NA,NA,NA
"rf",1,4.14313472639153,3.12693091330501,120.59822,-27.93638,NA,NA,NA,NA
"rf",1,1.79175946922805,2.172112953746,120.26515,-27.93589,NA,NA,NA,NA
